,DATE,OPEN,HIGH,LOW,CLOSE,VOL,HOUR
0,20210518,7.78,7.78,7.78,7.78,200,13:50:00
1,20210518,7.805,7.805,7.805,7.805,400,13:53:00
2,20210518,7.79,7.79,7.79,7.79,400,13:54:00
3,20210518,7.81,7.81,7.81,7.81,100,13:55:00
4,20210518,7.76,7.76,7.76,7.76,347,13:57:00
5,20210518,7.79,7.79,7.79,7.79,100,13:59:00
6,20210519,7.36,7.36,7.36,7.36,500,06:54:00
7,20210519,7.15,7.15,7.15,7.15,500,07:08:00
8,20210519,6.89,6.89,6.89,6.89,100,07:18:00
9,20210519,6.99,6.99,6.99,6.99,100,07:19:00
10,20210519,7.0,7.0,7.0,7.0,100,07:20:00
11,20210519,7.34,7.34,7.34,7.34,500,07:30:00
12,20210519,7.5,7.5,7.5,7.5,800,07:33:00
13,20210519,7.49,7.49,7.49,7.49,200,07:36:00
14,20210519,7.34,7.34,7.34,7.34,100,07:37:00
15,20210519,7.36,7.36,7.36,7.36,100,07:39:00
16,20210519,7.38,7.38,7.38,7.38,100,07:43:00
17,20210519,7.41,7.43,7.405,7.43,1857,07:52:00
18,20210519,7.375,7.375,7.375,7.375,100,07:53:00
19,20210519,7.37,7.37,7.37,7.37,100,07:54:00
20,20210519,7.35,7.39,7.35,7.39,600,07:56:00
21,20210519,7.47,7.47,7.47,7.47,135,07:58:00
22,20210519,7.4,7.4,7.4,7.4,100,08:01:00
23,20210519,7.39,7.39,7.39,7.39,200,08:03:00
24,20210519,7.385,7.385,7.36,7.365,1360,08:04:00
25,20210519,7.35,7.35,7.335,7.335,860,08:05:00
26,20210519,7.31,7.31,7.31,7.31,200,08:06:00
27,20210519,7.285,7.285,7.285,7.285,100,08:09:00
28,20210519,7.22,7.29,7.22,7.29,646,08:12:00
29,20210519,7.39,7.39,7.39,7.39,507,08:15:00
30,20210519,7.38,7.38,7.38,7.38,300,08:33:00
31,20210519,7.44,7.44,7.44,7.44,500,08:35:00
32,20210519,7.44,7.445,7.44,7.445,400,08:38:00
33,20210519,7.555,7.555,7.555,7.555,100,08:43:00
34,20210519,7.48,7.48,7.48,7.48,100,08:56:00
35,20210519,7.435,7.435,7.435,7.435,100,09:08:00
36,20210519,7.5,7.5,7.5,7.5,100,09:10:00
37,20210519,7.5,7.5,7.5,7.5,100,09:12:00
38,20210519,7.505,7.505,7.505,7.505,100,09:14:00
39,20210519,7.47,7.47,7.47,7.47,100,09:17:00
40,20210519,7.53,7.53,7.53,7.53,100,09:23:00
41,20210519,7.5,7.5,7.5,7.5,100,09:28:00
42,20210519,7.44,7.44,7.44,7.44,100,09:31:00
43,20210519,7.49,7.54,7.49,7.5,1600,09:36:00
44,20210519,7.53,7.53,7.53,7.53,203,09:44:00
45,20210519,7.44,7.44,7.44,7.44,200,09:53:00
46,20210519,7.44,7.44,7.44,7.44,100,09:58:00
47,20210519,7.42,7.42,7.42,7.42,100,10:01:00
48,20210519,7.48,7.48,7.48,7.48,100,10:20:00
49,20210519,7.47,7.47,7.47,7.47,251,10:21:00
50,20210519,7.49,7.49,7.49,7.49,156,10:45:00
51,20210519,7.59,7.62,7.59,7.62,532,11:19:00
52,20210519,7.56,7.56,7.56,7.56,100,11:25:00
53,20210519,7.6,7.6,7.6,7.6,100,11:29:00
54,20210519,7.58,7.58,7.58,7.58,100,11:34:00
55,20210519,7.55,7.55,7.55,7.55,100,11:37:00
56,20210519,7.56,7.56,7.56,7.56,180,11:41:00
57,20210519,7.63,7.64,7.63,7.64,292,11:55:00
58,20210519,7.62,7.62,7.62,7.62,100,12:00:00
59,20210519,7.5,7.5,7.5,7.5,100,12:08:00
60,20210519,7.65,7.65,7.65,7.65,160,12:39:00
61,20210519,7.66,7.66,7.66,7.66,100,12:43:00
62,20210519,7.7,7.7,7.7,7.7,356,12:58:00
63,20210519,7.68,7.68,7.68,7.68,100,12:59:00
64,20210519,7.65,7.65,7.65,7.65,162,13:16:00
65,20210519,7.63,7.63,7.63,7.63,100,13:22:00
66,20210519,7.68,7.7,7.68,7.7,444,13:23:00
67,20210519,7.66,7.68,7.66,7.68,359,13:26:00
68,20210519,7.65,7.65,7.65,7.65,100,13:28:00
69,20210519,7.69,7.69,7.69,7.69,344,13:30:00
70,20210519,7.7,7.7,7.7,7.7,312,13:32:00
71,20210519,7.66,7.66,7.66,7.66,500,13:33:00
72,20210519,7.66,7.66,7.66,7.66,100,13:42:00
73,20210519,7.63,7.63,7.63,7.63,146,13:43:00
74,20210519,7.65,7.65,7.65,7.65,171,13:44:00
75,20210519,7.66,7.66,7.66,7.66,154,13:47:00
76,20210519,7.67,7.67,7.67,7.67,400,13:48:00
77,20210519,7.66,7.66,7.66,7.66,100,13:49:00
78,20210519,7.69,7.69,7.69,7.69,100,13:51:00
79,20210519,7.69,7.69,7.69,7.69,400,13:57:00
80,20210520,7.86,7.86,7.86,7.86,100,07:31:00
81,20210520,7.85,7.85,7.85,7.85,100,07:34:00
82,20210520,7.72,7.78,7.72,7.78,600,07:40:00
83,20210520,7.82,7.82,7.82,7.82,400,07:48:00
84,20210520,7.78,7.78,7.78,7.78,800,07:54:00
85,20210520,7.76,7.76,7.76,7.76,500,07:55:00
86,20210520,7.87,7.87,7.87,7.87,100,07:59:00
87,20210520,7.85,7.85,7.85,7.85,500,08:02:00
88,20210520,7.93,7.93,7.93,7.93,100,08:06:00
89,20210520,7.89,7.89,7.89,7.89,100,08:16:00
90,20210520,7.9,7.9,7.9,7.9,100,08:17:00
91,20210520,7.9,7.9,7.9,7.9,100,08:18:00
92,20210520,7.98,7.98,7.98,7.98,100,08:24:00
93,20210520,8.03,8.03,8.03,8.03,100,08:28:00
94,20210520,8.02,8.02,8.02,8.02,100,08:30:00
95,20210520,8.05,8.06,8.05,8.06,600,08:34:00
96,20210520,8.03,8.03,8.03,8.03,100,08:41:00
97,20210520,8.07,8.07,8.07,8.07,470,08:54:00
98,20210520,8.105,8.105,8.105,8.105,400,09:03:00
99,20210520,8.16,8.16,8.16,8.16,100,09:08:00
100,20210520,8.16,8.16,8.16,8.16,100,09:11:00
101,20210520,8.18,8.18,8.18,8.18,100,09:15:00
102,20210520,8.17,8.17,8.17,8.17,100,09:21:00
103,20210520,8.17,8.17,8.17,8.17,100,09:28:00
104,20210520,8.16,8.16,8.16,8.16,427,09:32:00
105,20210520,8.16,8.16,8.16,8.16,100,09:42:00
106,20210520,8.16,8.16,8.16,8.16,100,09:45:00
107,20210520,8.21,8.21,8.21,8.21,100,09:48:00
108,20210520,8.21,8.21,8.21,8.21,126,10:07:00
109,20210520,8.2,8.2,8.2,8.2,100,10:09:00
110,20210520,8.215,8.225,8.215,8.225,200,10:12:00
111,20210520,8.21,8.21,8.21,8.21,500,10:13:00
112,20210520,8.19,8.19,8.19,8.19,100,10:19:00
113,20210520,8.13,8.13,8.13,8.13,320,10:22:00
114,20210520,7.98,7.98,7.98,7.98,210,10:38:00
115,20210520,8.02,8.02,8.02,8.02,256,10:41:00
116,20210520,8.0,8.0,8.0,8.0,100,10:43:00
117,20210520,8.05,8.05,8.05,8.05,100,10:46:00
118,20210520,8.08,8.08,8.08,8.08,100,10:53:00
119,20210520,8.07,8.07,8.07,8.07,260,10:59:00
120,20210520,8.13,8.145,8.13,8.145,700,11:10:00
121,20210520,8.18,8.18,8.18,8.18,429,11:23:00
122,20210520,8.11,8.11,8.11,8.11,194,11:30:00
123,20210520,8.09,8.09,8.09,8.09,100,11:32:00
124,20210520,8.095,8.095,8.09,8.09,500,11:33:00
125,20210520,8.08,8.08,8.08,8.08,100,11:36:00
126,20210520,8.02,8.02,8.02,8.02,100,12:10:00
127,20210520,8.01,8.01,8.01,8.01,400,12:46:00
128,20210520,8.0,8.0,8.0,8.0,100,13:18:00
129,20210520,8.0,8.0,8.0,8.0,100,13:41:00
130,20210520,7.995,7.995,7.995,7.995,400,13:47:00
131,20210520,7.99,7.99,7.99,7.99,100,13:52:00
132,20210520,7.995,7.995,7.995,7.995,400,13:54:00
133,20210520,7.96,7.96,7.96,7.96,660,13:58:00
134,20210520,7.96,7.96,7.95,7.95,690,13:59:00
135,20210521,7.98,7.98,7.98,7.98,100,07:30:00
136,20210521,8.05,8.05,8.05,8.05,100,07:31:00
137,20210521,8.0,8.0,8.0,8.0,500,07:33:00
138,20210521,7.99,7.99,7.99,7.99,100,07:35:00
139,20210521,7.88,7.88,7.88,7.88,100,07:40:00
