,DATE,OPEN,HIGH,LOW,CLOSE,VOL,HOUR
0,20210601,2433.41,2433.41,2433.3,2433.3,442,13:16:00
1,20210601,2433.47,2433.47,2433.375,2433.375,401,13:19:00
2,20210601,2434.26,2434.26,2434.26,2434.26,243,13:20:00
3,20210601,2433.37,2433.37,2433.37,2433.37,177,13:21:00
4,20210601,2432.79,2432.79,2432.79,2432.79,102,13:24:00
5,20210601,2432.85,2432.85,2432.85,2432.85,206,13:25:00
6,20210601,2433.97,2433.97,2433.97,2433.97,102,13:26:00
7,20210601,2433.885,2433.885,2433.885,2433.885,253,13:27:00
8,20210601,2433.51,2433.55,2433.51,2433.55,319,13:28:00
9,20210601,2432.33,2432.33,2432.09,2432.09,303,13:31:00
10,20210601,2431.81,2431.81,2431.81,2431.81,260,13:32:00
11,20210601,2430.39,2430.39,2430.39,2430.39,207,13:35:00
12,20210601,2429.85,2430.52,2429.85,2430.0,379,13:38:00
13,20210601,2429.7,2429.7,2429.7,2429.7,134,13:40:00
14,20210601,2428.36,2428.36,2427.8,2427.8,465,13:42:00
15,20210601,2428.35,2428.35,2428.35,2428.35,174,13:43:00
16,20210601,2428.31,2428.48,2428.31,2428.48,441,13:48:00
17,20210601,2428.85,2428.85,2428.85,2428.85,110,13:49:00
18,20210601,2428.27,2428.27,2428.27,2428.27,295,13:50:00
19,20210601,2429.93,2429.93,2429.93,2429.93,165,13:52:00
20,20210601,2432.03,2432.03,2432.03,2432.03,367,13:54:00
21,20210601,2431.89,2431.89,2431.89,2431.89,196,13:55:00
22,20210601,2431.83,2432.06,2431.83,2432.06,327,13:56:00
23,20210601,2431.22,2431.22,2430.67,2430.67,243,13:58:00
24,20210601,2429.35,2429.46,2429.2,2429.46,648,13:59:00
25,20210602,2434.12,2438.015,2433.45,2438.015,1243,07:30:00
26,20210602,2437.73,2437.73,2435.52,2435.52,383,07:31:00
27,20210602,2435.77,2435.77,2435.77,2435.77,234,07:32:00
28,20210602,2440.12,2440.12,2440.12,2440.12,317,07:34:00
29,20210602,2437.65,2437.65,2437.65,2437.65,179,07:35:00
30,20210602,2438.23,2438.42,2437.83,2437.88,671,07:36:00
31,20210602,2433.94,2433.94,2433.94,2433.94,194,07:38:00
32,20210602,2436.26,2436.26,2435.54,2435.54,422,07:39:00
33,20210602,2433.77,2433.77,2433.77,2433.77,133,07:41:00
34,20210602,2430.635,2431.02,2430.635,2430.66,451,07:44:00
35,20210602,2431.21,2431.21,2431.21,2431.21,124,07:45:00
36,20210602,2428.98,2428.98,2428.98,2428.98,146,07:46:00
37,20210602,2428.98,2428.98,2428.56,2428.56,240,07:47:00
38,20210602,2429.94,2429.94,2428.76,2428.76,214,07:48:00
39,20210602,2427.25,2427.25,2426.46,2426.46,316,07:49:00
40,20210602,2424.02,2424.02,2424.02,2424.02,159,07:50:00
41,20210602,2426.72,2426.72,2426.72,2426.72,170,07:53:00
42,20210602,2426.31,2426.31,2426.31,2426.31,160,07:56:00
43,20210602,2426.44,2426.44,2426.44,2426.44,333,07:59:00
44,20210602,2426.0,2426.0,2426.0,2426.0,133,08:03:00
45,20210602,2428.24,2428.24,2428.24,2428.24,341,08:08:00
46,20210602,2428.04,2428.04,2427.6,2427.94,333,08:11:00
47,20210602,2428.18,2428.18,2428.18,2428.18,132,08:16:00
48,20210602,2427.71,2427.71,2427.71,2427.71,200,08:17:00
49,20210602,2428.54,2428.73,2428.39,2428.39,1020,08:20:00
50,20210602,2428.54,2428.71,2428.54,2428.71,483,08:21:00
51,20210602,2428.49,2430.6,2428.47,2430.6,1236,08:22:00
52,20210602,2430.14,2430.14,2430.14,2430.14,401,08:23:00
53,20210602,2430.0,2430.48,2429.4,2429.4,633,08:24:00
54,20210602,2430.29,2430.29,2430.22,2430.22,327,08:25:00
55,20210602,2430.72,2430.83,2430.72,2430.83,221,08:27:00
56,20210602,2428.98,2428.98,2428.98,2428.98,414,08:28:00
57,20210602,2430.33,2430.33,2430.33,2430.33,233,08:32:00
58,20210602,2428.86,2428.86,2428.86,2428.86,313,08:34:00
59,20210602,2428.5,2428.5,2428.5,2428.5,316,08:39:00
60,20210602,2430.12,2430.12,2430.12,2430.12,101,08:40:00
61,20210602,2429.71,2429.71,2429.71,2429.71,137,08:41:00
62,20210602,2430.12,2430.12,2430.12,2430.12,100,08:42:00
63,20210602,2429.25,2429.25,2429.25,2429.25,133,08:44:00
64,20210602,2429.99,2429.99,2429.99,2429.99,100,08:47:00
65,20210602,2428.04,2428.04,2427.86,2427.86,321,08:50:00
66,20210602,2425.73,2425.73,2425.73,2425.73,141,08:53:00
67,20210602,2424.3,2424.3,2424.3,2424.3,138,08:56:00
68,20210602,2424.7,2425.78,2424.7,2425.78,434,08:57:00
69,20210602,2427.21,2428.38,2427.21,2428.38,377,09:00:00
70,20210602,2425.755,2425.755,2425.755,2425.755,163,09:01:00
71,20210602,2426.17,2426.17,2426.17,2426.17,110,09:03:00
72,20210602,2426.97,2426.97,2426.97,2426.97,112,09:05:00
73,20210602,2426.23,2426.25,2426.23,2426.25,263,09:06:00
74,20210602,2426.765,2426.765,2426.0,2426.0,408,09:07:00
75,20210602,2427.74,2427.74,2427.63,2427.63,592,09:09:00
76,20210602,2427.34,2427.34,2427.34,2427.34,518,09:11:00
77,20210602,2429.8,2429.8,2429.8,2429.8,200,09:12:00
78,20210602,2429.38,2429.38,2429.38,2429.38,100,09:13:00
79,20210602,2430.22,2430.74,2430.22,2430.57,627,09:15:00
80,20210602,2430.345,2430.345,2430.345,2430.345,346,09:16:00
81,20210602,2429.845,2429.845,2429.09,2429.09,315,09:17:00
82,20210602,2427.545,2427.545,2427.545,2427.545,100,09:18:00
83,20210602,2427.945,2427.945,2427.6,2427.6,430,09:21:00
84,20210602,2430.13,2430.26,2430.13,2430.26,228,09:23:00
85,20210602,2430.015,2430.015,2430.015,2430.015,102,09:25:00
86,20210602,2430.16,2430.16,2430.16,2430.16,221,09:26:00
87,20210602,2432.65,2433.81,2432.65,2433.81,366,09:28:00
88,20210602,2435.18,2435.18,2435.18,2435.18,133,09:30:00
89,20210602,2434.03,2434.03,2434.03,2434.03,100,09:31:00
90,20210602,2433.34,2433.47,2433.34,2433.47,228,09:32:00
91,20210602,2431.4,2431.4,2431.4,2431.4,228,09:34:00
92,20210602,2429.29,2429.34,2429.29,2429.34,233,09:38:00
93,20210602,2427.32,2427.32,2427.32,2427.32,100,09:52:00
94,20210602,2427.26,2427.26,2427.26,2427.26,181,09:54:00
95,20210602,2426.59,2426.59,2426.59,2426.59,111,09:56:00
96,20210602,2423.21,2423.21,2423.21,2423.21,139,10:01:00
97,20210602,2423.2,2423.2,2423.2,2423.2,100,10:04:00
98,20210602,2422.32,2422.32,2422.32,2422.32,305,10:08:00
